# Copyright 2017 United States Government as represented by the Administrator
# of the National Aeronautics and Space Administration. No copyright is claimed
# in the United States under Title 17, U.S. Code. All Other Rights Reserved.


# CF cFS application data tables
#   Use the Data | Import table(s) command to import the CF
#   data table definitions into an existing project

_macros_
"CFE_SB_CMD_HDR_SIZE","2"
"CF_MAX_CFG_VALUE_CHARS","2"
"OS_MAX_PATH_LEN","2"
"CF_MAX_CFG_PARAM_CHARS","2"
"CF_MAX_TRANSID_CHARS","2"
"CFE_SB_TLM_HDR_SIZE","2"
"CF_MAX_PLAYBACK_CHANNELS","2"
"OS_MAX_API_NAME","2"

_name_type_
"CF_NoArgsCmd_t","Structure"
_column_data_
"Data Type","Variable Name","Array Size","Bit Length","Description"
"uint8","CmdHeader","##CFE_SB_CMD_HDR_SIZE##","",""

_name_type_
"CF_ResetCtrsCmd_t","Structure"
_column_data_
"Data Type","Variable Name","Array Size","Bit Length","Description"
"uint8","CmdHeader","##CFE_SB_CMD_HDR_SIZE##","",""
"uint8","Value","","","0=all, 1=cmd, 2=fault 3=up 4=down"
"uint8","Spare","3","",""

_name_type_
"CF_PlaybackFileCmd_t","Structure"
_column_data_
"Data Type","Variable Name","Array Size","Bit Length","Description"
"uint8","CmdHeader","##CFE_SB_CMD_HDR_SIZE##","",""
"uint8","Class","","",""
"uint8","Channel","","",""
"uint8","Priority","","",""
"uint8","Preserve","","",""
"char","PeerEntityId","##CF_MAX_CFG_VALUE_CHARS##","","2 byte dotted-decimal string eg. "0.24""
"char","SrcFilename","##OS_MAX_PATH_LEN##","",""
"char","DstFilename","##OS_MAX_PATH_LEN##","",""

_name_type_
"CF_PlaybackDirCmd_t","Structure"
_column_data_
"Data Type","Variable Name","Array Size","Bit Length","Description"
"uint8","CmdHeader","##CFE_SB_CMD_HDR_SIZE##","",""
"uint8","Class","","",""
"uint8","Chan","","",""
"uint8","Priority","","",""
"uint8","Preserve","","",""
"char","PeerEntityId","##CF_MAX_CFG_VALUE_CHARS##","","2 byte dotted-decimal string eg. "0.24""
"char","SrcPath","##OS_MAX_PATH_LEN##","",""
"char","DstPath","##OS_MAX_PATH_LEN##","",""

_name_type_
"CF_EnDisDequeueCmd_t","Structure"
_column_data_
"Data Type","Variable Name","Array Size","Bit Length","Description"
"uint8","CmdHeader","##CFE_SB_CMD_HDR_SIZE##","",""
"uint8","Chan","","",""
"uint8","Spare","3","",""

_name_type_
"CF_EnDisPollCmd_t","Structure"
_column_data_
"Data Type","Variable Name","Array Size","Bit Length","Description"
"uint8","CmdHeader","##CFE_SB_CMD_HDR_SIZE##","","cFE Software Bus Command Message Header"
"uint8","Chan","","","0 to (CF_MAX_PLAYBACK_CHANNELS - 1)"
